sku,name,desc,in_stock,type,price,promo_price,min,max,category_new,check_new
PAC0383,QNAP TS-212P Pack | Seagate 4TB Desktop,Pack NAS Server QNAP TS-212P + 4TB Seagate Desktop.,0,12175397,331.23,265.9895,,,Storage,Brand new
SYN0147,Synology DS216 + II NAS Server Mac and PC,NAS with 4K transcoding and forward button directly copy for Mac and PC,0,12175397,332.75,332.75,315.39,332.99,Storage,Brand new
SYN0137,Synology DS216 + NAS server Mac and PC,Server NAS high performance processor 2 cores.,0,12175397,332.99,329.9912,,,Storage,Brand new
PAC1441,Synology DS116 + Pack 4TB WD Red,1 bay NAS server + 4TB (1x4TB) Network Hard Drive WD Mac iPad and iPhone,0,12175397,335.38,293.5847,290.58,329.99,Storage,Brand new
PAC1748,QNAP TS-131p | 4TB (1x4TB) WD Red,Nas 4TB capacity WD Red Hard Drive for Mac and PC,0,12175397,335.99,293.5847,307.99,321.99,Storage,Brand new
PAC1162,Synology Pack DS216SE | WD 4TB Network,Synology Pack DS216SE + 4TB (2x2TB) Network WD Hard Drive for Mac and PC.,1,12175397,337.99,297.1784,294.04,327.99,Storage,Brand new
QNA0256,Qnap NAS server TS-431P2-1G,NAS server with 1GB of RAM memory 2 Gigabit ports and advanced tools for Mac and PC,0,12175397,337.99,336.9898,313.4,336.99,Storage,Brand new
PAC1380,Pack QNAP TS-228 | WD 4TB Network,NAS + 4TB (2x2TB) WD Network for Mac and PC.,0,12175397,338.99,303.1788,307.18,331.99,Storage,Brand new
WDT0329,WD My Cloud EX4100 NAS server Mac and PC,NAS 4-bay Network Storage 3 USB 3.0 ports (one port direct copy) for Mac and PC,0,12175397,339.99,281.99,281.99,345.99,Storage,Brand new
SYN0173-A,Open - Synology DS218 + NAS server Mac and PC,NAS server storage refitted comprehensive special approach to data protection,0,12175397,344.99,330.9166,330.92,330.92,Storage,Open
SYN0179,Synology DS218 + NAS server Mac and PC,NAS storage server integrated with special focus on data protection,1,12175397,344.99,336.99,0.0,343.99,Storage,Brand new
PAC2301,Synology DS118 NAS Server | 4TB (1x4TB) WD Red,1 bay NAS server with capacity for home use or small businesses,0,12175397,344.99,299.5839,296.66,307.58,Storage,Brand new
PAC1438,Synology DS116 Pack | Seagate 4TB IronWolf,Synology DS116 + Seagate 4TB Desktop Hard Drive for Mac and PC,0,12175397,346.37,287.5843,294.58,328.99,Storage,Brand new
PAC1742,QNAP TS-131p | 4TB (1x4TB) Seagate IronWolf,NAS Seagate 4TB capable IronWolf for Mac and PC,0,12175397,346.98,280.5845,,,Storage,Brand new
PAC0522,Synology DS115j Pack | WD 6TB Network,Synology DS115j NAS Server Pack + WD 6TB Network for Mac and PC.,0,12175397,346.99,280.5845,,,Storage,Brand new
QNA0150,QNAP TS-251 + NAS | 2GB RAM Mac and PC,2-bay NAS server 2GB RAM and remote for Mac and PC.,1,12175397,349.0,334.99,0.0,354.99,Storage,Brand new
QNA0177,QNAP TS-251A 2GB RAM NAS,NAS with 2GB of RAM and USB port for direct access to Mac and PC,0,12175397,349.69,309.99,259.99,321.99,Storage,Brand new
PAC2471,Synology DS118 NAS Server | 4TB (1x4TB) Seagate Iron Wolf,1 bay NAS server with capacity for home use or small businesses,0,12175397,355.98,286.5849,,,Storage,Brand new
PAC1159,Synology Pack DS216SE | Seagate 4TB IronWolf,Synology Pack + 4TB (2x2TB) IronWolf Seagate Hard Drive for Mac and PC.,0,12175397,359.97,290.1786,281.02,318.24,Storage,Brand new
PAC1376,Pack QNAP TS-228 | Seagate 4TB IronWolf,NAS + 4TB (2x2TB) Seagate IronWolf for Mac and PC.,0,12175397,360.97,301.1787,283.81,334.99,Storage,Brand new
PAC0607,Synology DS215j Pack | 8TB Seagate Desktop,Synology DS215j NAS Server Pack + 8TB Seagate Desktop for Mac and PC.,0,12175397,366.934,44.39901,,,Storage,Brand new
PAC1781,Synology DS115J l 6TB (1x6TB) Seagate IronWolf,DS115J NAS with 6TB Hard Disk Seagate IronWolf for Mac and PC,0,12175397,371.98,279.585,293.58,293.58,Storage,Brand new
PAC1371,Synology Pack DS216J | WD 4TB Network,NAS + 4TB (2x2TB) WD Network for Mac and PC.,0,12175397,373.99,341.1789,293.38,362.99,Storage,Brand new
PAC1738,QNAP TS-128 Server l Nas 6TB (1x6TB) WD Red,NAS TS-128 1 6TB hard drive for Mac and PC,0,12175397,373.99,308.5851,338.99,338.99,Storage,Brand new
PAC0384,QNAP TS-212P Pack | 6TB Seagate Desktop,Pack NAS server QNAP TS-212P + 6TB Seagate Desktop for Mac and PC.,0,12175397,375.25,318.9899,,,Storage,Brand new
PAC2287,DS218J Synology NAS Server | 4TB (2x2TB) WD Red,2-bay NAS server basic to back domestic security level and stream media files.,1,12175397,383.99,343.179,337.75,362.18,Storage,Brand new
SYN0128,Synology DS416 NAS server Mac and PC,Synology NAS server 4 bays and DLNA Media Center.,0,12175397,385.99,384.9893,318.17,384.99,Storage,Brand new
QNA0154,QNAP TS-253A | 4GB RAM Mac and PC Server Nas,2-bay NAS server for Mac and PC,1,12175397,389.99,332.9899,332.99,421.99,Storage,Brand new
PAC1367,Synology Pack DS216J | Seagate 4TB IronWolf,NAS + 4TB (2x2TB) Seagate IronWolf for Mac and PC,0,12175397,395.97,338.1793,13.19,370.99,Storage,Brand new
PAC1163,Synology Pack DS216SE | WD 6TB Network,Pack DS216SE NAS + 6TB (2x3 = 6TB) WD Hard Drive Network for Mac and PC.,1,12175397,397.99,340.1794,340.54,376.99,Storage,Brand new
PAC1266,Pack QNAP TS-251 | 4GB RAM,Pack 2-bay NAS server + 4GB of RAM for Mac and PC.,0,12175397,398.0,284.9901,,,Storage,Brand new
QNA0081,QNAP TS-251 | 4GB RAM Mac and PC Server Nas,2-bay NAS server for Mac and PC.,0,12175397,398.0,299.8997,,,Storage,Brand new
QNA0226,QNAP TS-251A NAS 4GB RAM,NAS with 4GB of RAM and USB port for direct access to Mac and PC,1,12175397,398.09,344.99,327.35,378.99,Storage,Brand new
QNA0077,QNAP TS-431 + NAS Mac and PC,Four-bay NAS Server for Mac and PC.,0,12175397,398.09,259.9891,259.99,259.99,Storage,Brand new
QNA0220-A,Open - QNAP TS-251A NAS 4GB RAM,NAS refitted with 4GB of RAM and USB port shortcuts for Mac and PC,0,12175397,398.09,319.5622,319.56,319.56,Storage,Open
PAC1732,QNAP TS-128 Server l Nas 6TB (1x6TB) Seagate IronWolf,NAS TS-128 1 6TB hard drive for Mac and PC,0,12175397,398.98,307.5844,310.58,310.58,Storage,Brand new
PAC1381,Pack QNAP TS-228 | WD 6TB Network,NAS + 6TB (2x3TB) WD Network for Mac and PC.,0,12175397,398.99,345.1791,339.18,385.99,Storage,Brand new
QNA0149,QNAP HS-251 + NAS Server Mac and PC,2-bay NAS server with HDMI for home.,0,12175397,398.99,354.99,307.43,371.99,Storage,Brand new
PAC0385,QNAP TS-212P Pack | 8TB Seagate Desktop,QNAP TS-212P Pack + 8TB Seagate Desktop for Mac and PC.,0,12175397,401.05,385.99,,,Storage,Brand new
PAC2455,DS218J Synology NAS Server | 4TB (2x2TB) Seagate Iron Wolf,2-bay NAS server entry-level to back domestic security and stream media files,0,12175397,405.97,337.1786,341.48,349.18,Storage,Brand new
PAC2368,Synology DS218 + NAS Server | 6GB RAM,NAS storage server integrated with special focus on data protection,1,12175397,406.98,398.9902,405.99,405.99,Storage,Brand new
QNA0255,Qnap NAS server TS-431P2-4G,NAS server with 4GB of RAM memory 2 Gigabit ports and advanced tools for Mac and PC,1,12175397,410.99,392.99,409.99,409.99,Storage,Brand new
PAC1757,QNAP TS-231P NAS,4TB NAS capacity (2x2TB) WD Red hard drives for Mac and PC,0,12175397,414.59,382.1785,355.99,394.18,Storage,Brand new
PAC1160,Synology Pack DS216SE | Seagate 6TB IronWolf,Pack + Synology 6TB (2x3TB) Seagate Hard Drive for Mac and PC IronWolf,1,12175397,419.97,328.1786,324.73,380.99,Storage,Brand new
PAC1377,Pack QNAP TS-228 | Seagate 6TB IronWolf,NAS + 6TB (2x3TB) Seagate IronWolf for Mac and PC,0,12175397,420.97,350.1788,350.18,388.99,Storage,Brand new
PAC1442,Synology DS116 + Pack WD 6TB Network,1 bay NAS server + 6TB (1x6TB) Network Hard Drive WD Mac iPad and iPhone,0,12175397,421.38,356.5846,352.55,418.99,Storage,Brand new
PAC1749,QNAP TS-131p | 6TB (1x6TB) WD Red,NAS 6TB capacity WD Red Hard Drive for Mac and PC,0,12175397,421.99,356.5846,,,Storage,Brand new
QNA0072,QNAP TS-451 NAS server Mac and PC,4-bay NAS server with 2 USB3.0 and 1 HDMI QTS operating system for Mac and PC ports,0,12175397,422.29,295.989,,,Storage,Brand new
SYN0063,Synology DX513 expansion NAS Mac and PC,Expansion unit 5 bays.,0,12175397,423.99,423.9005,402.71,423.9,Storage,Brand new
SYN0181,Synology DS418 NAS server Mac and PC,NAS server 4 bays and 2GB DDR4 capable tramsmitir H.265 video 4K,0,12175397,424.99,415.99,394.31,423.99,Storage,Brand new
PAC2302,Synology DS118 NAS Server | 6TB (1x6TB) WD Red,1 bay NAS server with capacity for home use or small businesses,0,12175397,430.99,363.5844,359.38,370.58,Storage,Brand new
PAC0800,Pack QNAP TS-251 | Seagate 4TB Desktop,Pack QNAP TS-251 + 4TB Seagate Desktop for Mac and PC.,0,12175397,432.87,370.9896,,,Storage,Brand new
PAC1372,Synology Pack DS216J | WD 6TB Network,NAS + 6TB (2x3TB) WD Network for Mac and PC.,0,12175397,433.99,373.1785,13.19,412.99,Storage,Brand new
QNA0212,QNAP NAS server TS-431X | 2GB RAM - SATA 6Gb / s / eSATA,4-bay NAS server for business environment with 1 LAN port 10 Gigabit SFP + for Mac and PC,0,12175397,434.39,378.9889,378.99,433.99,Storage,Brand new
SYN0146,Synology NAS Server DS416Play Mac and PC,4-bay NAS served 1GB RAM transcodifiación 4K for Mac and PC,0,12175397,434.99,433.9895,369.54,433.99,Storage,Brand new
PAC1751,QNAP TS-231P NAS,4TB NAS capable Seagate Hard Drives for Mac and PC IronWolf,0,12175397,436.57,370.1789,,,Storage,Brand new
PAC2293,DS218play Synology NAS Server | 4TB (2x2TB) WD Red,2-bay NAS server can accommodate 4K Ultra HD files,0,12175397,438.99,388.9896,385.99,393.99,Storage,Brand new
SYN0094,Synology NAS Server DS415play Mac and PC,Synology NAS server 4 bays and DLNA Media Center.,0,12175397,441.99,418.902,,,Storage,Brand new
PAC2288,DS218J Synology NAS Server | 6TB (2x3TB) WD Red,2-bay NAS server basic to back domestic security level and stream media files.,1,12175397,443.99,387.1794,13.19,427.18,Storage,Brand new
PAC1855,Synology DS116 NAS Server | 6TB Seagate IronWolf,Synology 6TB DS116 + Seagate Hard Drive for Mac and PC IronWolf,0,12175397,446.37,360.5848,,,Storage,Brand new
PAC1743,QNAP TS-131p | 6TB (1x6TB) Seagate IronWolf,NAS 6TB capacity Seagate IronWolf for Mac and PC,0,12175397,446.98,355.5839,,,Storage,Brand new
QNA0178,QNAP TS-451A NAS Server | 2GB RAM,NAS server with 2GB of RAM memory 2 Gigabit ports and advanced tools for Mac and PC,1,12175397,446.99,416.99,346.28,465.99,Storage,Brand new
PAC1785,Synology DS115J l 8TB (1x8TB) WD Red,Synology DS115j NAS Hard Drive 8TB WD Red,0,12175397,450.99,331.5848,,,Storage,Brand new
PAC1782,Synology DS115J l 8TB (1x8TB) Seagate IronWolf,DS115J NAS with 8TB Seagate hard drive for Mac and PC IronWolf,0,12175397,451.98,311.5847,,,Storage,Brand new
SYN0088,Synology Surveillance Station VS240HD,monitoring station to monitor up to 24 IP cameras.,0,12175397,453.99,452.9901,,,Storage,Brand new
PAC1368,Synology Pack DS216J | Seagate 6TB IronWolf,NAS + 6TB (2x3TB) Seagate IronWolf for Mac and PC.,0,12175397,455.97,384.1786,384.18,433.99,Storage,Brand new
PAC2472,Synology DS118 NAS Server | 6TB (1x6TB) Seagate Iron Wolf,1 bay NAS server with capacity for home use or small businesses,0,12175397,455.98,361.5843,,,Storage,Brand new
QNA0252,Qnap NAS server TS-431X2-2G,NAS server with 2GB of RAM memory 2 Gigabit ports and advanced tools for Mac and PC,0,12175397,458.99,439.99,,,Storage,Brand new
SYN0174-A,Open - Synology DS718 + NAS server Mac and PC,Scalable NAS server refitted and transcoding 4K: 4-core 2.3 GHz 2GB DDR3L 226MB / s read and 184 MB / s write,0,12175397,459.99,439.99,439.99,439.99,Storage,Open
SYN0180,Synology DS718 + NAS server Mac and PC,Scalable NAS server and transcoding 4K: 4-core 2.3 GHz 2GB DDR3L 226MB / s read and 184 MB / s write,0,12175397,459.99,458.9905,0.0,458.99,Storage,Brand new
PAC2462,DS218play Synology NAS Server | 4TB (2x2TB) Seagate Iron Wolf,2-bay NAS server can accommodate 4K Ultra HD files,0,12175397,460.97,394.1793,,,Storage,Brand new
PAC2456,DS218J Synology NAS Server | 6TB (2x3TB) Seagate IronWolf,2-bay NAS server basic to back domestic security level and stream media files.,1,12175397,465.97,374.1792,391.18,391.18,Storage,Brand new
PAC1444,WD My Cloud EX2100 Pack | WD 4TB Network,WD My Cloud EX2100 + 4TB (2x2TB) Network WD Hard Drive for Mac and PC,0,12175397,467.99,402.99050000000005,,,Storage,Brand new
WDT0331,WD My Cloud DL4100 Mac and PC Server NAS,NAS 4-Bay Diskless for small business Mac and PC,0,12175397,469.99,409.8996000000001,,,Storage,Brand new
PAC0803,Pack QNAP TS-251 | WD 4TB Network,Pack QNAP TS-251 + 4TB WD Hard Drive Network for Mac and PC.,0,12175397,470.89,416.9902000000001,,,Storage,Brand new
PAC2487,Synology DS218 NAS Server | 4TB (2x2TB) WD Red,2-bay NAS server can accommodate 4K Ultra HD files,1,12175397,471.46,429.1785,435.18,435.18,Storage,Brand new
SYN0140,Synology DS716 + II | 2GB RAM Mac and PC Server Nas,2-bay NAS server and 2GB of RAM for Mac iPad and iPhone,0,12175397,471.9,471.9,448.31,471.9,Storage,Brand new
SYN0129,Synology DS716 + NAS server 2 bays Mac and PC,2-bay NAS server for Mac and PC.,0,12175397,471.9,469.8999,,,Storage,Brand new
SYN0149,Synology RackStation RS217 NAS,Expansion unit with dual-core CPU 1.33 GHz and 2 bays for Mac and PC,0,12175397,471.9,469.9894000000001,459.99,469.99,Storage,Brand new
SYN0123,Synology Visual Station VS360HD HD Mac and PC,Ultracompact video decoder for Mac and PC.,0,12175397,471.99,469.9894000000001,469.99,469.99,Storage,Brand new
PAC1758,QNAP TS-231P NAS,6TB NAS capacity (2x3TB) WD Red hard drives for Mac and PC,0,12175397,474.59,426.1789,401.99,430.99,Storage,Brand new
PAC0801,Pack QNAP TS-251 | 6TB Seagate Desktop,Pack QNAP TS-251 + 6TB of Seagate Desktop for Mac and PC.,0,12175397,476.89,418.9903,,,Storage,Brand new
PAC1164,Synology Pack DS216SE | WD 8TB,Synology Packs DS216SE + 8TB (2x4TB) Network WD Hard Drive for Mac and PC.,1,12175397,477.99,388.1789,393.55,450.99,Storage,Brand new
PAC1739,QNAP TS-128 Server l Nas 8TB (1x8TB) WD Red,NAS TS-128 1 8TB hard drive for Mac and PC,0,12175397,477.99,359.5842,,,Storage,Brand new
PAC1733,QNAP TS-128 Server l Nas 8TB (1x8TB) Seagate IronWolf,NAS TS-128 1 8TB hard drive for Mac and PC,0,12175397,478.98,339.5841,,,Storage,Brand new
QNA0152,QNAP TS-451 + NAS | 2GB RAM Mac and PC,4-bay NAS server 2GB RAM and remote for Mac and PC.,1,12175397,478.99,469.99,426.54,516.99,Storage,Brand new
PAC1382,Pack QNAP TS-228 | WD 8TB Network,NAS + 8TB (2x4TB) WD Network for Mac and PC.,0,12175397,478.99,394.1793,391.18,447.18,Storage,Brand new
QNA0227,QNAP TS-451A NAS Server | 4GB RAM,NAS server with 4GB of RAM memory 2 Gigabit ports and advanced tools for Mac and PC,1,12175397,479.99,462.99,457.83,519.0,Storage,Brand new
PAC1347,Synology DS216 Pack | WD 4TB Network,Synology DS216 + Pack 4TB (2x2TB) WD Red hard drives for Mac and PC.,0,12175397,488.99,447.1785,460.99,475.99,Storage,Brand new
PAC1693,Pack QNAP TS-251A NAS Server | 16 GB,NAS with 16GB of RAM for Mac and PC,0,12175397,491.67,463.9902,,,Storage,Brand new
PAC1783,Synology DS115J l 10TB (1x10TB) Seagate IronWolf,DS115J NAS with 10TB Hard Disk Seagate IronWolf for Mac and PC,0,12175397,491.98,366.584,,,Storage,Brand new
PAC2480,Synology DS218 NAS Server | 4TB (2x2TB) Seagate Iron Wolf,2-bay NAS server can accommodate 4K Ultra HD files,0,12175397,493.44,422.1787000000001,433.18,436.18,Storage,Brand new
SYN0182,Synology NAS Server DS418play Mac and PC,NAS server 4 bays and two memory slots (2GB) files with up to 4K Ultra HD,0,12175397,494.99,484.99,459.41,493.99,Storage,Brand new
PAC1752,QNAP TS-231P NAS,NAS 6TB capacity Seagate Hard Drives for Mac and PC IronWolf,0,12175397,496.57,422.1787000000001,417.47,417.47,Storage,Brand new
PAC2294,DS218play Synology NAS Server | 6TB (2x3TB) WD Red,2-bay NAS server can accommodate 4K Ultra HD files,0,12175397,498.99,431.9906,423.35,445.99,Storage,Brand new
PAC1161,Synology Pack DS216SE | Seagate 8TB IronWolf,Synology Pack + 8TB (2x4TB) Seagate Hard Drive for Mac and PC IronWolf,0,12175397,499.97,362.1784,398.18,419.18,Storage,Brand new
PAC1291,QNAP TS-251 + | 8GB RAM,Pack 2-bay NAS server + 8GB of RAM for Mac and PC.,0,12175397,499.99,466.9898,369.54,489.99,Storage,Brand new
QNA0151,QNAP TS-251 + | 8GB RAM Mac and PC Server Nas,2-bay NAS server RAM and 8GB Remote Control for Mac and PC.,0,12175397,499.99,466.9899,0.0,527.99,Storage,Brand new
PAC1378,Pack QNAP TS-228 | Seagate 8TB IronWolf,NAS + 8TB (2x4TB) Seagate IronWolf for Mac and PC.,0,12175397,500.97,387.1794,387.18,387.18,Storage,Brand new
PAC1445,WD My Cloud EX2100 Pack | WD 6TB Network,WD My Cloud EX2100 + 6TB (2x3TB) Network WD Hard Drive for Mac and PC,0,12175397,507.99,444.9896,,,Storage,Brand new
PAC0804,Pack QNAP TS-251 | WD 6TB Network,Pack QNAP TS-251 + WD 6TB Network for Mac and PC.,0,12175397,510.89,458.9905,,,Storage,Brand new
PAC1344,Synology DS216 Pack | Seagate 4TB IronWolf,Synology Pack + 4TB (2x2TB) IronWolf Seagate Hard Drives for Mac and PC.,0,12175397,510.97,453.1789,484.99,484.99,Storage,Brand new
PAC1373,Synology Pack DS216J | WD 8TB Network,NAS + 8TB (2x4TB) WD Network for Mac and PC.,0,12175397,513.99,435.1789,382.35,500.99,Storage,Brand new
PAC1734,QNAP TS-128 Server l Nas 10TB (1x10TB) Seagate IronWolf,TS-128 NAS with 10TB 1 HDD for Mac and PC,0,12175397,518.98,394.5846,,,Storage,Brand new
QNA0216,QNAP NAS server TS-453Bmini | 4GB RAM | 4-bay | HDMI 4K,NAS with HDMI 4K (3840x2160) output 4-core processor for home and small business Mac and PC,0,12175397,519.09,470.99,441.23,519.99,Storage,Brand new
QNA0148,QNAP TS-453mini-2G Mac and PC Server Nas,8-bay NAS Server for Mac and PC.,0,12175397,519.09,449.9893,,,Storage,Brand new
PAC2463,DS218play Synology NAS Server | 6TB (2x3TB) Seagate Iron Wolf,2-bay NAS server can accommodate 4K Ultra HD files,0,12175397,520.97,433.1788,450.18,450.18,Storage,Brand new
PAC2325,Synology DS718 + NAS Server | 6GB RAM,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 6GB DDR3L 226MB / s read and 184 MB / s write,0,12175397,521.98,520.9897,511.99,520.99,Storage,Brand new
PAC2289,DS218J Synology NAS Server | 8TB (2x4TB) WD Red,2-bay NAS server basic to back domestic security level and stream media files.,1,12175397,523.99,435.1789,436.18,470.18,Storage,Brand new
PAC1443,Synology DS116 + 8TB Pack WD Red,1 bay NAS server + 8TB (1x8TB) Network Hard Drive WD Mac iPad and iPhone,0,12175397,525.38,415.5842,422.58,487.99,Storage,Brand new
PAC1750,QNAP TS-131p | 8TB (1x8TB) WD Red,NAS 8TB capacity WD Red Hard Drive for Mac and PC,0,12175397,525.99,407.5849,,,Storage,Brand new
PAC1856,Synology DS116 NAS Server | 8TB Seagate IronWolf,Synology DS116 + Seagate 8TB Hard Drive for Mac and PC IronWolf,0,12175397,526.37,412.5845999999999,,,Storage,Brand new
PAC1744,QNAP TS-131p | 8TB (1x8TB) Seagate IronWolf,NAS Seagate 8TB capacity for Mac and PC IronWolf,0,12175397,526.98,387.5848,,,Storage,Brand new
QNA0155,QNAP TS-453A | 4GB RAM Mac and PC Server NAS,4-bay NAS Server for Mac and PC.,1,12175397,529.99,456.99,429.74,577.0,Storage,Brand new
PAC2488,Synology DS218 NAS Server | 6TB (2x3TB) WD Red,2-bay NAS server can accommodate 4K Ultra HD files,1,12175397,531.46,472.1795,467.9,471.18,Storage,Brand new
PAC2303,Synology DS118 NAS Server | 8TB (1x8TB) WD Red,1 bay NAS server with capacity for home use or small businesses,0,12175397,534.99,412.5845999999999,,,Storage,Brand new
PAC1369,Synology Pack DS216J | Seagate 8TB IronWolf,NAS + 8TB (2x4TB) Seagate IronWolf for Mac and PC.,0,12175397,535.97,422.1787000000001,403.78,464.99,Storage,Brand new
PAC2473,Synology DS118 NAS Server | 8TB (1x8TB) Seagate Iron Wolf,1 bay NAS server with capacity for home use or small businesses,0,12175397,535.98,394.5846,,,Storage,Brand new
WDT0341,WD My Cloud Server Pro PR4100 Nas Mac and PC,4-bay NAS disks without processor Intel 4-core 4GB USB3.0 memory port for Mac and PC,0,12175397,539.99,472.19040000000007,413.21,517.99,Storage,Brand new
PAC2226,Synology DS218 + NAS Server | 2GB RAM | 4TB (2x2TB) WD Red,NAS storage server integrated with special focus on data protection,1,12175397,542.99,514.1786,484.69,520.18,Storage,Brand new
PAC1283,QNAP TS-451 NAS server RAM 4GB,NAS Intel dual core processor and 4GB of RAM for Mac and PC,0,12175397,543.0,453.9896,,,Storage,Brand new
QNA0161,Pack QNAP TS-253A | 8GB RAM,QNAP NAS Pack + 8GB of RAM for Mac and PC,0,12175397,543.29,449.99,421.39,542.99,Storage,Brand new
QNA0199,QNAP TS-531x Server Nas | 2GB RAM,5-bay NAS server for business environment with 2 LAN ports 10 Gigabit SFP + for Mac and PC,0,12175397,543.29,542.9899,542.99,542.99,Storage,Brand new
QNA0169,QNAP TS-531P | 2GB RAM Mac and PC Server NAS,4-bay NAS server 2GB RAM and remote for Mac and PC.,0,12175397,543.29,519.9006999999999,,,Storage,Brand new
QNA0128,QNAP TS-431U NAS server Mac and PC,NAS server 4 bays compact high performance for Mac and PC,0,12175397,543.29,505.9893,479.0,542.99,Storage,Brand new
SYN0122,Synology RackStation RS815 NAS server Mac and PC,4-bay NAS Server for Mac and PC.,0,12175397,544.99,542.9004,,,Storage,Brand new
PAC2457,DS218J Synology NAS Server | 8TB (2x4TB) Seagate IronWolf,2-bay NAS server basic to back domestic security level and stream media files.,0,12175397,545.97,408.179,428.18,428.18,Storage,Brand new
PAC1229,Pack QNAP TS-251 + | 2GB RAM | WD 4TB Network,Pack QNAP TS-251 + 2GB RAM + memoriam 4TB (2x2TB) Network WD Hard Drive for Mac and PC.,1,12175397,547.0,495.1792,469.99,536.18,Storage,Brand new
PAC1505,Pack QNAP TS-251A NAS Server | 2GB RAM | WD 4TB Network,NAS with 2GB of RAM and two hard disks 2TB (2x2TB) WD Network for Mac and PC,0,12175397,547.69,471.1788,464.23,498.18,Storage,Brand new
PAC1348,Synology DS216 + Pack WD 6TB Network,Pack Synology NAS + 2 HDDs 3TB (2x3TB) WD Network for Mac and PC.,0,12175397,548.99,488.1792999999999,,,Storage,Brand new
PAC1362,Synology DS216 + Pack | WD 4TB Network,NAS + 4TB (2x2TB) WD Network for Mac and PC.,0,12175397,550.99,512.9904,,,Storage,Brand new
SYN0150,Synology RackStation RS816 NAS,NAS server rack mounted 1U 4-bay Ethernet LAN and two dual-core CPU ports for Mac and PC,0,12175397,550.99,538.99,0.0,550.99,Storage,Brand new
PAC2481,Synology DS218 NAS Server | 6TB (2x3TB) Seagate Iron Wolf,2-bay NAS server can accommodate 4K Ultra HD files,0,12175397,553.44,460.1787000000001,481.18,481.18,Storage,Brand new
PAC1759,QNAP TS-231P NAS,8TB NAS capacity (2x4TB) WD Red hard drives for Mac and PC,0,12175397,554.59,486.1792,473.99,494.99,Storage,Brand new
PAC2393,DS418play Synology NAS Server | 6GB RAM,4-bay NAS server to accommodate 4K Ultra HD files,0,12175397,556.98,546.9902,554.99,554.99,Storage,Brand new
PAC2360,Synology DS218 + NAS Server | 2GB RAM | 4TB (2x2TB) Seagate Iron Wolf,NAS storage server integrated with special focus on data protection,0,12175397,564.97,491.1789,,,Storage,Brand new
PAC2334,Synology DS718 + NAS Server | 10GB RAM,Synology DS718 + NAS Server | 10GB RAM,0,12175397,566.35,565.9896,556.99,556.99,Storage,Brand new
PAC1410,Synology DS716 + II | 8GB RAM Mac and PC Server Nas,2 bay NAS server and 8GB of RAM for Mac iPad and iPhone,0,12175397,566.89,556.9896,456.19,556.99,Storage,Brand new
PAC1745,QNAP TS-131p | 10TB (1x10TB) Seagate IronWolf,NAS with 10TB capacity Seagate IronWolf for Mac and PC,0,12175397,566.98,442.5841,,,Storage,Brand new
PAC1226,Pack QNAP TS-251 + | 2GB RAM | Seagate 4TB IronWolf,Pack NAS QNAP TS-251 + 2GB RAM + 4TB (2x2TB) IronWolf Seagate Hard Drive for Mac and PC.,0,12175397,568.98,489.1788,504.99,532.99,Storage,Brand new
LAC0204-A,Open - 8TB LaCie 2big Thunderbolt 2,RAID 8TB double disc box designed to work 24x7 Thunderbolt 2 and 5 years warranty for Mac and PC,0,12175397,569.0,495.9821,541.45,541.46,Storage,Open
PAC1681,Pack QNAP TS-251A NAS Server | 2GB RAM | Seagate 4TB Iron Wolf,NAS with 2GB of RAM and 4TB (2x2TB) Seagate Iron Wolf Mac and PC,0,12175397,569.67,464.179,,,Storage,Brand new
PAC1345,Synology DS216 Pack | Seagate 6TB IronWolf,Synology DS216 + Pack 6TB (2x3TB) IronWolf Seagate Hard Drives for Mac and PC.,0,12175397,570.97,498.1788,,,Storage,Brand new
SYN0172-A,Open - Synology DS918 + NAS Server 4GB Ram Mac and PC,Reconditioned Plus Series of NAS Enterprise Server seeking high performance and the ability to scale memory and,0,12175397,574.99,557.0703000000001,,,Storage,Open
SYN0099,Synology DS415 + NAS server Mac and PC,Mac and PC server NAS 4-bay SATA for SMEs.,0,12175397,574.99,562.9888,,,Storage,Brand new
SYN0178,Synology DS918 + NAS server Mac and PC,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,0,12175397,574.99,562.99,181.5,573.99,Storage,Brand new
PAC2474,Synology DS118 NAS Server | 10TB (1x10TB) Seagate Iron Wolf,1 bay NAS server with capacity for home use or small businesses,0,12175397,575.98,448.5845000000001,,,Storage,Brand new
PAC1753,QNAP TS-231P NAS,8TB NAS capable Seagate Hard Drives for Mac and PC IronWolf,0,12175397,576.57,466.1791,469.99,469.99,Storage,Brand new
PAC1267,Pack QNAP TS-251 | 4GB RAM | Seagate 4TB Desktop,Pack QNAP TS-251 with 4GB RAM + 4TB (2x2TB) Seagate Hard Drive Desktop for Mac and PC.,0,12175397,577.98,422.9906,,,Storage,Brand new
PAC2295,DS218play Synology NAS Server | 8TB (2x4TB) WD Red,2-bay NAS server can accommodate 4K Ultra HD files,0,12175397,578.99,479.9901,0.0,487.99,Storage,Brand new
SYN0141,Synology DS916 + | 2GB RAM Mac and PC Server Nas,4-bay NAS server and 2GB of RAM for Mac iPad and iPhone,0,12175397,580.8,579.9893,568.39,579.99,Storage,Brand new
